__time,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/header/seq,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/header/stamp,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/rotation/w,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/rotation/x,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/rotation/y,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/rotation/z,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/translation/x,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/translation/y,/tf//vicon/world/vicon/kris_crazyflie/kris_crazyflie/translation/z,/tf//vicon/world/vicon/marker_wand/marker_wand/header/seq,/tf//vicon/world/vicon/marker_wand/marker_wand/header/stamp,/tf//vicon/world/vicon/marker_wand/marker_wand/rotation/w,/tf//vicon/world/vicon/marker_wand/marker_wand/rotation/x,/tf//vicon/world/vicon/marker_wand/marker_wand/rotation/y,/tf//vicon/world/vicon/marker_wand/marker_wand/rotation/z,/tf//vicon/world/vicon/marker_wand/marker_wand/translation/x,/tf//vicon/world/vicon/marker_wand/marker_wand/translation/y,/tf//vicon/world/vicon/marker_wand/marker_wand/translation/z,/tf/vicon/world/map/header/seq,/tf/vicon/world/map/header/stamp,/tf/vicon/world/map/rotation/w,/tf/vicon/world/map/rotation/x,/tf/vicon/world/map/rotation/y,/tf/vicon/world/map/rotation/z,/tf/vicon/world/map/translation/x,/tf/vicon/world/map/translation/y,/tf/vicon/world/map/translation/z
1690412549.289984,0.000000000,1690412549.274644375,0.996785277,-0.009084972,-0.013715734,0.078412074,0.009646568,2.075451782,-0.000376470,0.000000000,1690412549.274644375,0.999798319,-0.000054761,0.002406438,-0.019938094,0.378586248,-0.025589199,-0.029762269,,,,,,,,,
1690412549.291113,156351.000000000,1690412549.274644375,0.996785277,-0.009084972,-0.013715734,0.078412074,0.009646568,2.075451782,-0.000376470,,,,,,,,,,,,,,,,,,
1690412549.291173,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.290353775,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.297412,0.000000000,1690412549.282440901,0.996785468,-0.008928836,-0.013445743,0.078474322,0.009647529,2.075463112,-0.000375176,0.000000000,1690412549.282440901,0.999798286,-0.000094175,0.002320698,-0.019949761,0.378600361,-0.025601727,-0.029758858,,,,,,,,,
1690412549.298193,156352.000000000,1690412549.282440901,0.996785468,-0.008928836,-0.013445743,0.078474322,0.009647529,2.075463112,-0.000375176,,,,,,,,,,,,,,,,,,
1690412549.298218,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.297798157,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.305632,0.000000000,1690412549.290436268,0.996784042,-0.009070410,-0.013666459,0.078438054,0.009657814,2.075453236,-0.000359775,0.000000000,1690412549.290436268,0.999797674,-0.000103945,0.002320214,-0.019980400,0.378600246,-0.025605641,-0.029763244,,,,,,,,,
1690412549.306180,156353.000000000,1690412549.290436268,0.996784042,-0.009070410,-0.013666459,0.078438054,0.009657814,2.075453236,-0.000359775,,,,,,,,,,,,,,,,,,
1690412549.306197,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.305883646,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.313529,0.000000000,1690412549.298614502,0.996788736,-0.009010296,-0.013752028,0.078370349,0.009648898,2.075452507,-0.000368614,0.000000000,1690412549.298614502,0.999798129,-0.000012138,0.002248234,-0.019966141,0.378607470,-0.025597648,-0.029776151,,,,,,,,,
1690412549.313915,156354.000000000,1690412549.298614502,0.996788736,-0.009010296,-0.013752028,0.078370349,0.009648898,2.075452507,-0.000368614,,,,,,,,,,,,,,,,,,
1690412549.313926,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.313664675,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.322001,0.000000000,1690412549.306910992,0.996784636,-0.009004388,-0.013753325,0.078422938,0.009659726,2.075462203,-0.000363810,0.000000000,1690412549.306910992,0.999797832,-0.000036180,0.002312159,-0.019973696,0.378608576,-0.025602358,-0.029773893,,,,,,,,,
1690412549.322285,156355.000000000,1690412549.306910992,0.996784636,-0.009004388,-0.013753325,0.078422938,0.009659726,2.075462203,-0.000363810,,,,,,,,,,,,,,,,,,
1690412549.322310,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.322042227,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.331953,0.000000000,1690412549.316702366,0.996790981,-0.008985860,-0.013648664,0.078362667,0.009656110,2.075462999,-0.000362994,0.000000000,1690412549.316702366,0.999798162,-0.000092437,0.002298957,-0.019958508,0.378620728,-0.025613865,-0.029763615,,,,,,,,,
1690412549.333367,156356.000000000,1690412549.316702366,0.996790981,-0.008985860,-0.013648664,0.078362667,0.009656110,2.075462999,-0.000362994,,,,,,,,,,,,,,,,,,
1690412549.333400,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.332541704,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.340352,0.000000000,1690412549.324910641,0.996787271,-0.009076850,-0.013675647,0.078394673,0.009661311,2.075460093,-0.000357513,0.000000000,1690412549.324910641,0.999798514,-0.000078928,0.002347345,-0.019935297,0.378613742,-0.025607014,-0.029766064,,,,,,,,,
1690412549.340957,156357.000000000,1690412549.324910641,0.996787271,-0.009076850,-0.013675647,0.078394673,0.009661311,2.075460093,-0.000357513,,,,,,,,,,,,,,,,,,
1690412549.341517,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.340888023,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.348156,0.000000000,1690412549.332995176,0.996789429,-0.008997491,-0.013655704,0.078379855,0.009662811,2.075449044,-0.000376685,0.000000000,1690412549.332995176,0.999798419,-0.000069530,0.002361590,-0.019938410,0.378608107,-0.025601579,-0.029771727,,,,,,,,,
1690412549.348954,156358.000000000,1690412549.332995176,0.996789429,-0.008997491,-0.013655704,0.078379855,0.009662811,2.075449044,-0.000376685,,,,,,,,,,,,,,,,,,
1690412549.348976,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.348495007,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.355879,0.000000000,1690412549.340709686,0.996783380,-0.009067121,-0.013708790,0.078439463,0.009643869,2.075463661,-0.000385423,0.000000000,1690412549.340709686,0.999798247,-0.000049659,0.002336067,-0.019950098,0.378606072,-0.025596732,-0.029782949,,,,,,,,,
1690412549.356738,156359.000000000,1690412549.340709686,0.996783380,-0.009067121,-0.013708790,0.078439463,0.009643869,2.075463661,-0.000385423,,,,,,,,,,,,,,,,,,
1690412549.356763,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.356178999,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.364147,0.000000000,1690412549.349210978,0.996787456,-0.009035893,-0.013739857,0.078385824,0.009639296,2.075469491,-0.000398095,0.000000000,1690412549.349210978,0.999798044,-0.000068792,0.002346836,-0.019958954,0.378609394,-0.025598659,-0.029784319,,,,,,,,,
1690412549.364729,156360.000000000,1690412549.349210978,0.996787456,-0.009035893,-0.013739857,0.078385824,0.009639296,2.075469491,-0.000398095,,,,,,,,,,,,,,,,,,
1690412549.364760,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.364299774,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.372530,0.000000000,1690412549.357321978,0.996785004,-0.009058453,-0.013763963,0.078410157,0.009650400,2.075467473,-0.000393716,0.000000000,1690412549.357321978,0.999797319,-0.000062992,0.002316720,-0.019998754,0.378609984,-0.025590674,-0.029778596,,,,,,,,,
1690412549.373163,156361.000000000,1690412549.357321978,0.996785004,-0.009058453,-0.013763963,0.078410157,0.009650400,2.075467473,-0.000393716,,,,,,,,,,,,,,,,,,
1690412549.373186,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.372682810,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.380323,0.000000000,1690412549.365394831,0.996784242,-0.009019968,-0.013786290,0.078420365,0.009660771,2.075453045,-0.000389533,0.000000000,1690412549.365394831,0.999797933,-0.000139650,0.002352563,-0.019963465,0.378607392,-0.025603834,-0.029763288,,,,,,,,,
1690412549.380858,156362.000000000,1690412549.365394831,0.996784242,-0.009019968,-0.013786290,0.078420365,0.009660771,2.075453045,-0.000389533,,,,,,,,,,,,,,,,,,
1690412549.380883,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.380447149,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.390206,0.000000000,1690412549.374729872,0.996777312,-0.009098876,-0.013796085,0.078497567,0.009658221,2.075466596,-0.000374555,0.000000000,1690412549.374729872,0.999797848,-0.000106384,0.002343603,-0.019968938,0.378606356,-0.025593278,-0.029757221,,,,,,,,,
1690412549.391031,156363.000000000,1690412549.374729872,0.996777312,-0.009098876,-0.013796085,0.078497567,0.009658221,2.075466596,-0.000374555,,,,,,,,,,,,,,,,,,
1690412549.391095,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.390431643,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.397468,0.000000000,1690412549.382387638,0.996783978,-0.009057010,-0.013753376,0.078425229,0.009659913,2.075462564,-0.000352301,0.000000000,1690412549.382387638,0.999798290,-0.000095721,0.002325457,-0.019948983,0.378607399,-0.025603804,-0.029757059,,,,,,,,,
1690412549.397980,156364.000000000,1690412549.382387638,0.996783978,-0.009057010,-0.013753376,0.078425229,0.009659913,2.075462564,-0.000352301,,,,,,,,,,,,,,,,,,
1690412549.397995,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.397636414,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.405397,0.000000000,1690412549.390245199,0.996781586,-0.009033869,-0.013772107,0.078455011,0.009650512,2.075461878,-0.000362171,0.000000000,1690412549.390245199,0.999798397,-0.000040807,0.002313125,-0.019945258,0.378614243,-0.025600313,-0.029760447,,,,,,,,,
1690412549.405764,156365.000000000,1690412549.390245199,0.996781586,-0.009033869,-0.013772107,0.078455011,0.009650512,2.075461878,-0.000362171,,,,,,,,,,,,,,,,,,
1690412549.405779,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.405506611,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.413305,0.000000000,1690412549.398561478,0.996786772,-0.009073778,-0.013718036,0.078393961,0.009658194,2.075451892,-0.000378672,0.000000000,1690412549.398561478,0.999798363,-0.000049114,0.002350681,-0.019942570,0.378618888,-0.025610347,-0.029764962,,,,,,,,,
1690412549.413609,156366.000000000,1690412549.398561478,0.996786772,-0.009073778,-0.013718036,0.078393961,0.009658194,2.075451892,-0.000378672,,,,,,,,,,,,,,,,,,
1690412549.413623,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.413432121,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.423607,0.000000000,1690412549.407912493,0.996779609,-0.009071787,-0.013881642,0.078456442,0.009656409,2.075459355,-0.000379751,0.000000000,1690412549.407912493,0.999798410,-0.000048171,0.002351429,-0.019940100,0.378613621,-0.025602430,-0.029762051,,,,,,,,,
1690412549.424062,156367.000000000,1690412549.407912493,0.996779609,-0.009071787,-0.013881642,0.078456442,0.009656409,2.075459355,-0.000379751,,,,,,,,,,,,,,,,,,
1690412549.424089,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.423450708,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.431936,0.000000000,1690412549.416811228,0.996779356,-0.009017888,-0.013858601,0.078469952,0.009651809,2.075462710,-0.000366585,0.000000000,1690412549.416811228,0.999798277,-0.000065134,0.002344651,-0.019947508,0.378611434,-0.025598423,-0.029767435,,,,,,,,,
1690412549.432786,156368.000000000,1690412549.416811228,0.996779356,-0.009017888,-0.013858601,0.078469952,0.009651809,2.075462710,-0.000366585,,,,,,,,,,,,,,,,,,
1690412549.432818,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.432049513,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.439297,0.000000000,1690412549.424044132,0.996788766,-0.008998960,-0.013734835,0.078374292,0.009647291,2.075471732,-0.000383128,0.000000000,1690412549.424044132,0.999797854,-0.000092342,0.002331108,-0.019970216,0.378595898,-0.025597038,-0.029761178,,,,,,,,,
1690412549.439661,156369.000000000,1690412549.424044132,0.996788766,-0.008998960,-0.013734835,0.078374292,0.009647291,2.075471732,-0.000383128,,,,,,,,,,,,,,,,,,
1690412549.439928,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.439548254,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.446964,0.000000000,1690412549.432096481,0.996782887,-0.009014183,-0.013791551,0.078437323,0.009655867,2.075471223,-0.000379197,0.000000000,1690412549.432096481,0.999798316,-0.000132271,0.002411912,-0.019937227,0.378604845,-0.025609398,-0.029756755,,,,,,,,,
1690412549.447530,156370.000000000,1690412549.432096481,0.996782887,-0.009014183,-0.013791551,0.078437323,0.009655867,2.075471223,-0.000379197,,,,,,,,,,,,,,,,,,
1690412549.447547,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.447221756,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.456604,0.000000000,1690412549.441190481,0.996778838,-0.009105722,-0.013834633,0.078470613,0.009657376,2.075477714,-0.000389948,0.000000000,1690412549.441190481,0.999798670,-0.000081087,0.002382802,-0.019923235,0.378605079,-0.025606318,-0.029772494,,,,,,,,,
1690412549.457178,156371.000000000,1690412549.441190481,0.996778838,-0.009105722,-0.013834633,0.078470613,0.009657376,2.075477714,-0.000389948,,,,,,,,,,,,,,,,,,
1690412549.457603,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.457043409,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.463903,0.000000000,1690412549.448893547,0.996790339,-0.008996361,-0.013718264,0.078357484,0.009646785,2.075462742,-0.000388967,0.000000000,1690412549.448893547,0.999797707,-0.000045278,0.002387983,-0.019970992,0.378602991,-0.025601552,-0.029773351,,,,,,,,,
1690412549.464355,156372.000000000,1690412549.448893547,0.996790339,-0.008996361,-0.013718264,0.078357484,0.009646785,2.075462742,-0.000388967,,,,,,,,,,,,,,,,,,
1690412549.464373,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.464037895,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.472351,0.000000000,1690412549.457182884,0.996785545,-0.009085213,-0.013691987,0.078412786,0.009657477,2.075457774,-0.000374760,0.000000000,1690412549.457182884,0.999798153,-0.000080303,0.002309436,-0.019957794,0.378612268,-0.025599870,-0.029759607,,,,,,,,,
1690412549.472555,156373.000000000,1690412549.457182884,0.996785545,-0.009085213,-0.013691987,0.078412786,0.009657477,2.075457774,-0.000374760,,,,,,,,,,,,,,,,,,
1690412549.472744,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.472512484,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.480184,0.000000000,1690412549.465281010,0.996779950,-0.009150285,-0.013882399,0.078442856,0.009652428,2.075467951,-0.000380088,0.000000000,1690412549.465281010,0.999797544,-0.000077584,0.002312715,-0.019987898,0.378611776,-0.025604788,-0.029760295,,,,,,,,,
1690412549.480382,156374.000000000,1690412549.465281010,0.996779950,-0.009150285,-0.013882399,0.078442856,0.009652428,2.075467951,-0.000380088,,,,,,,,,,,,,,,,,,
1690412549.480590,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.480406761,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.489910,0.000000000,1690412549.474661827,0.996783463,-0.009007294,-0.013913684,0.078409220,0.009649388,2.075448315,-0.000377398,0.000000000,1690412549.474661827,0.999798165,-0.000049348,0.002318141,-0.019956299,0.378614091,-0.025599716,-0.029758220,,,,,,,,,
1690412549.490979,156375.000000000,1690412549.474661827,0.996783463,-0.009007294,-0.013913684,0.078409220,0.009649388,2.075448315,-0.000377398,,,,,,,,,,,,,,,,,,
1690412549.491021,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.490191460,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.498559,0.000000000,1690412549.483355284,0.996778973,-0.008981063,-0.013821539,0.078485565,0.009656155,2.075465643,-0.000356206,0.000000000,1690412549.483355284,0.999797836,-0.000056115,0.002314946,-0.019973120,0.378609120,-0.025593455,-0.029753839,,,,,,,,,
1690412549.499327,156376.000000000,1690412549.483355284,0.996778973,-0.008981063,-0.013821539,0.078485565,0.009656155,2.075465643,-0.000356206,,,,,,,,,,,,,,,,,,
1690412549.499355,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.498923540,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.505762,0.000000000,1690412549.490667105,0.996781933,-0.009107032,-0.013721454,0.078451017,0.009658637,2.075469984,-0.000337228,0.000000000,1690412549.490667105,0.999797772,-0.000061098,0.002350736,-0.019972099,0.378609750,-0.025600251,-0.029742654,,,,,,,,,
1690412549.506044,156377.000000000,1690412549.490667105,0.996781933,-0.009107032,-0.013721454,0.078451017,0.009658637,2.075469984,-0.000337228,,,,,,,,,,,,,,,,,,
1690412549.506308,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.505986452,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.513691,0.000000000,1690412549.498726845,0.996782501,-0.009000278,-0.013815149,0.078439674,0.009655410,2.075474268,-0.000365879,0.000000000,1690412549.498726845,0.999798240,-0.000022591,0.002317481,-0.019952661,0.378602839,-0.025593954,-0.029753540,,,,,,,,,
1690412549.514021,156378.000000000,1690412549.498726845,0.996782501,-0.009000278,-0.013815149,0.078439674,0.009655410,2.075474268,-0.000365879,,,,,,,,,,,,,,,,,,
1690412549.514030,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.513825655,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.521661,0.000000000,1690412549.507053375,0.996781705,-0.009027510,-0.013786354,0.078451722,0.009639171,2.075459626,-0.000373234,0.000000000,1690412549.507053375,0.999798687,-0.000073693,0.002359216,-0.019925225,0.378609076,-0.025602473,-0.029747102,,,,,,,,,
1690412549.521858,156379.000000000,1690412549.507053375,0.996781705,-0.009027510,-0.013786354,0.078451722,0.009639171,2.075459626,-0.000373234,,,,,,,,,,,,,,,,,,
1690412549.521982,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.521818161,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.531538,0.000000000,1690412549.516383171,0.996778610,-0.009046993,-0.013763125,0.078492874,0.009631486,2.075468728,-0.000384606,0.000000000,1690412549.516383171,0.999798908,-0.000107036,0.002357698,-0.019914143,0.378603408,-0.025605528,-0.029758081,,,,,,,,,
1690412549.532599,156380.000000000,1690412549.516383171,0.996778610,-0.009046993,-0.013763125,0.078492874,0.009631486,2.075468728,-0.000384606,,,,,,,,,,,,,,,,,,
1690412549.532633,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.531960011,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.539155,0.000000000,1690412549.524185181,0.996793944,-0.009117768,-0.013809344,0.078281552,0.009638325,2.075472323,-0.000377934,0.000000000,1690412549.524185181,0.999798298,-0.000076717,0.002342316,-0.019946679,0.378592254,-0.025598610,-0.029769033,,,,,,,,,
1690412549.540012,156381.000000000,1690412549.524185181,0.996793944,-0.009117768,-0.013809344,0.078281552,0.009638325,2.075472323,-0.000377934,,,,,,,,,,,,,,,,,,
1690412549.540036,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.539395332,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.547270,0.000000000,1690412549.532289982,0.996785378,-0.009086663,-0.013800422,0.078395736,0.009640510,2.075473392,-0.000375485,0.000000000,1690412549.532289982,0.999798784,-0.000090586,0.002338536,-0.019922692,0.378600172,-0.025602248,-0.029768944,,,,,,,,,
1690412549.547545,156382.000000000,1690412549.532289982,0.996785378,-0.009086663,-0.013800422,0.078395736,0.009640510,2.075473392,-0.000375485,,,,,,,,,,,,,,,,,,
1690412549.547959,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.547555923,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.556340,0.000000000,1690412549.541264057,0.996783585,-0.008895180,-0.013655879,0.078465773,0.009654757,2.075469217,-0.000366181,0.000000000,1690412549.541264057,0.999798810,-0.000102502,0.002320564,-0.019923464,0.378607137,-0.025597963,-0.029753801,,,,,,,,,
1690412549.557308,156383.000000000,1690412549.541264057,0.996783585,-0.008895180,-0.013655879,0.078465773,0.009654757,2.075469217,-0.000366181,,,,,,,,,,,,,,,,,,
1690412549.557358,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.556676149,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.564428,0.000000000,1690412549.549299479,0.996783404,-0.009055862,-0.013740431,0.078434931,0.009663051,2.075471256,-0.000358740,0.000000000,1690412549.549299479,0.999798409,-0.000093153,0.002334908,-0.019941926,0.378614348,-0.025601032,-0.029740621,,,,,,,,,
1690412549.565064,156384.000000000,1690412549.549299479,0.996783404,-0.009055862,-0.013740431,0.078434931,0.009663051,2.075471256,-0.000358740,,,,,,,,,,,,,,,,,,
1690412549.565081,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.564712524,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.572345,0.000000000,1690412549.557290316,0.996787137,-0.009061968,-0.013632187,0.078405665,0.009661145,2.075457519,-0.000353420,0.000000000,1690412549.557290316,0.999798415,-0.000059640,0.002342204,-0.019940925,0.378614467,-0.025604985,-0.029744860,,,,,,,,,
1690412549.572690,156385.000000000,1690412549.557290316,0.996787137,-0.009061968,-0.013632187,0.078405665,0.009661145,2.075457519,-0.000353420,,,,,,,,,,,,,,,,,,
1690412549.572705,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.572426319,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.580503,0.000000000,1690412549.565487146,0.996786797,-0.008995589,-0.013768632,0.078393789,0.009657500,2.075463853,-0.000359823,0.000000000,1690412549.565487146,0.999797986,-0.000071413,0.002369573,-0.019959119,0.378613753,-0.025603616,-0.029740029,,,,,,,,,
1690412549.580771,156386.000000000,1690412549.565487146,0.996786797,-0.008995589,-0.013768632,0.078393789,0.009657500,2.075463853,-0.000359823,,,,,,,,,,,,,,,,,,
1690412549.581044,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.580735445,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.588592,0.000000000,1690412549.573742867,0.996781215,-0.008938241,-0.013800986,0.078465592,0.009659091,2.075480737,-0.000368998,0.000000000,1690412549.573742867,0.999798088,-0.000075394,0.002314047,-0.019960552,0.378611462,-0.025601202,-0.029751930,,,,,,,,,
1690412549.589006,156387.000000000,1690412549.573742867,0.996781215,-0.008938241,-0.013800986,0.078465592,0.009659091,2.075480737,-0.000368998,,,,,,,,,,,,,,,,,,
1690412549.589013,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.588732719,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.598824,0.000000000,1690412549.583564758,0.996778981,-0.009005750,-0.013796106,0.078487111,0.009666965,2.075467659,-0.000376423,0.000000000,1690412549.583564758,0.999798207,-0.000091107,0.002345725,-0.019950783,0.378609254,-0.025600443,-0.029751151,,,,,,,,,
1690412549.599721,156388.000000000,1690412549.583564758,0.996778981,-0.009005750,-0.013796106,0.078487111,0.009666965,2.075467659,-0.000376423,,,,,,,,,,,,,,,,,,
1690412549.599763,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.599114656,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.605950,0.000000000,1690412549.591020107,0.996782150,-0.009031441,-0.013798473,0.078443492,0.009657705,2.075467939,-0.000381939,0.000000000,1690412549.591020107,0.999798351,-0.000071054,0.002365846,-0.019941281,0.378610781,-0.025605059,-0.029752422,,,,,,,,,
1690412549.606404,156389.000000000,1690412549.591020107,0.996782150,-0.009031441,-0.013798473,0.078443492,0.009657705,2.075467939,-0.000381939,,,,,,,,,,,,,,,,,,
1690412549.606760,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.606344938,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.613973,0.000000000,1690412549.599037886,0.996785351,-0.009080884,-0.013809571,0.078395137,0.009658759,2.075478933,-0.000379121,0.000000000,1690412549.599037886,0.999798639,-0.000073500,0.002405102,-0.019922117,0.378606372,-0.025606343,-0.029751623,,,,,,,,,
1690412549.614528,156390.000000000,1690412549.599037886,0.996785351,-0.009080884,-0.013809571,0.078395137,0.009658759,2.075478933,-0.000379121,,,,,,,,,,,,,,,,,,
1690412549.614553,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.614220858,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.622323,0.000000000,1690412549.607385635,0.996782874,-0.008983043,-0.013681322,0.078460360,0.009652733,2.075484669,-0.000380310,0.000000000,1690412549.607385635,0.999798613,-0.000102197,0.002369361,-0.019927614,0.378606086,-0.025609381,-0.029753344,,,,,,,,,
1690412549.622545,156391.000000000,1690412549.607385635,0.996782874,-0.008983043,-0.013681322,0.078460360,0.009652733,2.075484669,-0.000380310,,,,,,,,,,,,,,,,,,
1690412549.622788,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.622416973,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.630732,0.000000000,1690412549.615632772,0.996781413,-0.009027170,-0.013700489,0.078470508,0.009647680,2.075472092,-0.000361773,0.000000000,1690412549.615632772,0.999798517,-0.000133221,0.002362204,-0.019933078,0.378608198,-0.025614441,-0.029733324,,,,,,,,,
1690412549.631303,156392.000000000,1690412549.615632772,0.996781413,-0.009027170,-0.013700489,0.078470508,0.009647680,2.075472092,-0.000361773,,,,,,,,,,,,,,,,,,
1690412549.631331,,,,,,,,,,,,,,,,,,,0.000000000,1690412549.630909681,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1690412549.639896,0.000000000,1690412549.624801636,0.996786772,-0.008988074,-0.013644549,0.078416654,0.009658179,2.075448620,-0.000363178,0.000000000,1690412549.624801636,0.999798257,-0.000062875,0.002373579,-0.019945096,0.378599788,-0.025596830,-0.029741018,,,,,,,,,
1690412549.640948,156393.000000000,1690412549.624801636,0.996786772,-0.008988074,-0.013644549,0.078416654,0.009658179,2.075448620,-0.000363178,,,,,,,,,,,,,,,,,,
